user-query,thought,api,res_json,res_json_simple
第三次世界大战什么时候会爆发,['涉及历史知识查询第三次世界大战的爆发时间'],"[{'category': '历史', 'query': '第三次世界大战的爆发时间', 'tag': '第三次世界大战&爆发时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n第三次世界大战什么时候会爆发[unused1]\n'], 'user': '第三次世界大战什么时候会爆发', 'assistant': '[{""thought"":""涉及历史知识查询第三次世界大战的爆发时间"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""第三次世界大战的爆发时间"",""tag"":""第三次世界大战&爆发时间""}}]'}}","[{""thought"":""涉及历史知识查询第三次世界大战的爆发时间"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""第三次世界大战的爆发时间"",""tag"":""第三次世界大战&爆发时间""}}]"
为什么世界上会有中国的国旗呢,['涉及世界之最知识查询世界上会有中国的国旗的原因做参考。'],"[{'category': '世界之最', 'query': '世界上会有中国的国旗的原因', 'tag': '世界上&中国&国旗&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n为什么世界上会有中国的国旗呢[unused1]\n'], 'user': '为什么世界上会有中国的国旗呢', 'assistant': '[{""thought"":""涉及世界之最知识查询世界上会有中国的国旗的原因做参考。"",""name"":""qasearch"",""arguments"":{""category"":""世界之最"",""query"":""世界上会有中国的国旗的原因"",""tag"":""世界上&中国&国旗&原因""}}]'}}","[{""thought"":""涉及世界之最知识查询世界上会有中国的国旗的原因做参考。"",""name"":""qasearch"",""arguments"":{""category"":""世界之最"",""query"":""世界上会有中国的国旗的原因"",""tag"":""世界上&中国&国旗&原因""}}]"
香港占中是什么时候的事,['涉及历史知识查询查询香港占中的时间'],"[{'category': '历史', 'query': '香港占中的时间', 'tag': '香港&占中&时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n香港占中是什么时候的事[unused1]\n'], 'user': '香港占中是什么时候的事', 'assistant': '[{""thought"":""涉及历史知识查询查询香港占中的时间"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""香港占中的时间"",""tag"":""香港&占中&时间""}}]'}}","[{""thought"":""涉及历史知识查询查询香港占中的时间"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""香港占中的时间"",""tag"":""香港&占中&时间""}}]"
一九七五年发生了什么,['涉及历史知识查询查询九八年发生的事情'],"[{'category': '历史', 'query': '一九七五年发生了什么事情', 'tag': '一九七五年&事件', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n一九七五年发生了什么[unused1]\n'], 'user': '一九七五年发生了什么', 'assistant': '[{""thought"":""涉及历史知识查询查询九八年发生的事情"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""一九七五年发生了什么事情"",""tag"":""一九七五年&事件""}}]'}}","[{""thought"":""涉及历史知识查询查询九八年发生的事情"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""一九七五年发生了什么事情"",""tag"":""一九七五年&事件""}}]"
下一步中国的房价是涨还是跌,['涉及历史知识查询查询中国&房价上涨&跌的信息做参考'],"[{'category': '历史', 'query': '中国的房价是涨还是跌的', 'tag': '中国&房价上涨&跌&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n下一步中国的房价是涨还是跌[unused1]\n'], 'user': '下一步中国的房价是涨还是跌', 'assistant': '[{""thought"":""涉及历史知识查询查询中国&房价上涨&跌的信息做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国的房价是涨还是跌的"",""tag"":""中国&房价上涨&跌&原因""}}]'}}","[{""thought"":""涉及历史知识查询查询中国&房价上涨&跌的信息做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国的房价是涨还是跌的"",""tag"":""中国&房价上涨&跌&原因""}}]"
中国什么时候攻打美国,['涉及历史知识查询中国攻打美国的时间'],"[{'category': '历史', 'query': '中国攻打美国的时间', 'tag': '中国&攻打&美国&时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国什么时候攻打美国[unused1]\n'], 'user': '中国什么时候攻打美国', 'assistant': '[{""thought"":""涉及历史知识查询中国攻打美国的时间"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国攻打美国的时间"",""tag"":""中国&攻打&美国&时间""}}]'}}","[{""thought"":""涉及历史知识查询中国攻打美国的时间"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国攻打美国的时间"",""tag"":""中国&攻打&美国&时间""}}]"
为什么要严守十八亿亩耕地红线不动摇,['涉及动物知识查询为什么要严守十八亿亩耕地红线不动摇的原因'],"[{'category': '其他问答', 'query': '为什么要严守十八亿多亩耕地红线不动摇的原因', 'tag': '严守十八亿&耕地&红线&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n为什么要严守十八亿亩耕地红线不动摇[unused1]\n'], 'user': '为什么要严守十八亿亩耕地红线不动摇', 'assistant': '[{""thought"":""涉及动物知识查询为什么要严守十八亿亩耕地红线不动摇的原因"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""为什么要严守十八亿多亩耕地红线不动摇的原因"",""tag"":""严守十八亿&耕地&红线&原因""}}]'}}","[{""thought"":""涉及动物知识查询为什么要严守十八亿亩耕地红线不动摇的原因"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""为什么要严守十八亿多亩耕地红线不动摇的原因"",""tag"":""严守十八亿&耕地&红线&原因""}}]"
去年中国的军费开支有多少,['涉及历史知识问答查询去年中国的军费开支有多少做参考。'],"[{'category': '历史', 'query': '去年中国的军费开支有多少', 'tag': '去年&中国&军费开支', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n去年中国的军费开支有多少[unused1]\n'], 'user': '去年中国的军费开支有多少', 'assistant': '[{""thought"":""涉及历史知识问答查询去年中国的军费开支有多少做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""去年中国的军费开支有多少"",""tag"":""去年&中国&军费开支""}}]'}}","[{""thought"":""涉及历史知识问答查询去年中国的军费开支有多少做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""去年中国的军费开支有多少"",""tag"":""去年&中国&军费开支""}}]"
台湾现在统一了吗,['涉及历史知识查询台湾现在统一了吗'],"[{'category': '历史', 'query': '台湾现在统一了吗', 'tag': '台湾&现在&统一', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n台湾现在统一了吗[unused1]\n'], 'user': '台湾现在统一了吗', 'assistant': '[{""thought"":""涉及历史知识查询台湾现在统一了吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""台湾现在统一了吗"",""tag"":""台湾&现在&统一""}}]'}}","[{""thought"":""涉及历史知识查询台湾现在统一了吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""台湾现在统一了吗"",""tag"":""台湾&现在&统一""}}]"
美国政府将小米列入了黑名单小米与中国军方有关联,['涉及历史知识查询查询美国政府将小米列入了黑名单小米和中国军方有关联'],"[{'category': '历史', 'query': '美国政府将小米列入了黑名单小米和中国军方有关联', 'tag': '苹果公司&小米&取消&黑名单&小米&中国军方&关联', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n美国政府将小米列入了黑名单小米与中国军方有关联[unused1]\n'], 'user': '美国政府将小米列入了黑名单小米与中国军方有关联', 'assistant': '[{""thought"":""涉及历史知识查询查询美国政府将小米列入了黑名单小米和中国军方有关联"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""美国政府将小米列入了黑名单小米和中国军方有关联"",""tag"":""苹果公司&小米&取消&黑名单&小米&中国军方&关联""}}]'}}","[{""thought"":""涉及历史知识查询查询美国政府将小米列入了黑名单小米和中国军方有关联"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""美国政府将小米列入了黑名单小米和中国军方有关联"",""tag"":""苹果公司&小米&取消&黑名单&小米&中国军方&关联""}}]"
法律是统治阶级意志的体现吗,['涉及其他问答查询查询法律是统治阶级意志的体现吗'],"[{'category': '其他问答', 'query': '法律是统治阶级意志的体现吗', 'tag': '法律&统治阶级意志&体现', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n法律是统治阶级意志的体现吗[unused1]\n'], 'user': '法律是统治阶级意志的体现吗', 'assistant': '[{""thought"":""涉及其他问答查询查询法律是统治阶级意志的体现吗"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""法律是统治阶级意志的体现吗"",""tag"":""法律&统治阶级意志&体现""}}]'}}","[{""thought"":""涉及其他问答查询查询法律是统治阶级意志的体现吗"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""法律是统治阶级意志的体现吗"",""tag"":""法律&统治阶级意志&体现""}}]"
两岸什么时候统一,['涉及历史知识查询两岸统一的时间做参考'],"[{'category': '历史', 'query': '两岸统一的时间', 'tag': '两岸&统一&时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n两岸什么时候统一[unused1]\n'], 'user': '两岸什么时候统一', 'assistant': '[{""thought"":""涉及历史知识查询两岸统一的时间做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""两岸统一的时间"",""tag"":""两岸&统一&时间""}}]'}}","[{""thought"":""涉及历史知识查询两岸统一的时间做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""两岸统一的时间"",""tag"":""两岸&统一&时间""}}]"
你觉得中国的法律健全吗,['涉及历史知识查询的法律制度的健全程度做参考'],"[{'category': '历史', 'query': '的法律制度的健全程度', 'tag': '法律制度&健全程度', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n你觉得中国的法律健全吗[unused1]\n'], 'user': '你觉得中国的法律健全吗', 'assistant': '[{""thought"":""涉及历史知识查询的法律制度的健全程度做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""的法律制度的健全程度"",""tag"":""法律制度&健全程度""}}]'}}","[{""thought"":""涉及历史知识查询的法律制度的健全程度做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""的法律制度的健全程度"",""tag"":""法律制度&健全程度""}}]"
为什么有华裔演员不愿参演坦克人传奇舞台剧,['涉及其他问答相关知识问答查询有华裔演员不愿参演坦克人传奇舞台剧的原因信息作参考'],"[{'category': '其他问答', 'query': '有华裔演员不愿参演坦克人传奇舞台剧的原因', 'tag': '华裔&司机&不去坦克&传奇舞台剧&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n为什么有华裔演员不愿参演坦克人传奇舞台剧[unused1]\n'], 'user': '为什么有华裔演员不愿参演坦克人传奇舞台剧', 'assistant': '[{""thought"":""涉及其他问答相关知识问答查询有华裔演员不愿参演坦克人传奇舞台剧的原因信息作参考"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""有华裔演员不愿参演坦克人传奇舞台剧的原因"",""tag"":""华裔&司机&不去坦克&传奇舞台剧&原因""}}]'}}","[{""thought"":""涉及其他问答相关知识问答查询有华裔演员不愿参演坦克人传奇舞台剧的原因信息作参考"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""有华裔演员不愿参演坦克人传奇舞台剧的原因"",""tag"":""华裔&司机&不去坦克&传奇舞台剧&原因""}}]"
中国还有下一波疫情吗,['涉及其他问答查询查询中国还有下一波疫情吗'],"[{'category': '其他问答', 'query': '中国还有下一波疫情吗', 'tag': '中国&下一波疫情', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国还有下一波疫情吗[unused1]\n'], 'user': '中国还有下一波疫情吗', 'assistant': '[{""thought"":""涉及其他问答查询查询中国还有下一波疫情吗"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""中国还有下一波疫情吗"",""tag"":""中国&下一波疫情""}}]'}}","[{""thought"":""涉及其他问答查询查询中国还有下一波疫情吗"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""中国还有下一波疫情吗"",""tag"":""中国&下一波疫情""}}]"
三门峡的贪腐官员都有哪些,['我需要查询三门峡的官员名单。'],"[{'category': '历史', 'query': '三门峡的官员名单', 'tag': '三门峡&官员', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n三门峡的贪腐官员都有哪些[unused1]\n'], 'user': '三门峡的贪腐官员都有哪些', 'assistant': '[{""thought"":""我需要查询三门峡的官员名单。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""三门峡的官员名单"",""tag"":""三门峡&官员""}}]'}}","[{""thought"":""我需要查询三门峡的官员名单。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""三门峡的官员名单"",""tag"":""三门峡&官员""}}]"
中国去攻打台湾吗,['涉及历史知识查询中国去攻打台湾吗'],"[{'category': '历史', 'query': '中国去攻打台湾吗', 'tag': '中国&攻打&台湾', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国去攻打台湾吗[unused1]\n'], 'user': '中国去攻打台湾吗', 'assistant': '[{""thought"":""涉及历史知识查询中国去攻打台湾吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国去攻打台湾吗"",""tag"":""中国&攻打&台湾""}}]'}}","[{""thought"":""涉及历史知识查询中国去攻打台湾吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国去攻打台湾吗"",""tag"":""中国&攻打&台湾""}}]"
林彪发明的三千字什么意思,['涉及文学知识查询查询林彪发明的三千字的含义'],"[{'category': '文学', 'query': '林彪发明的三千字的含义', 'tag': '林彪&发明&三千字&含义', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n林彪发明的三千字什么意思[unused1]\n'], 'user': '林彪发明的三千字什么意思', 'assistant': '[{""thought"":""涉及文学知识查询查询林彪发明的三千字的含义"",""name"":""qasearch"",""arguments"":{""category"":""文学"",""query"":""林彪发明的三千字的含义"",""tag"":""林彪&发明&三千字&含义""}}]'}}","[{""thought"":""涉及文学知识查询查询林彪发明的三千字的含义"",""name"":""qasearch"",""arguments"":{""category"":""文学"",""query"":""林彪发明的三千字的含义"",""tag"":""林彪&发明&三千字&含义""}}]"
烂尾楼是不是中国的特色,['涉及事实查询长城的简介信息做参考。'],"[{'category': '影视', 'query': '长城的简介', 'tag': '长城&简介', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n烂尾楼是不是中国的特色[unused1]\n'], 'user': '烂尾楼是不是中国的特色', 'assistant': '[{""thought"":""涉及事实查询长城的简介信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""影视"",""query"":""长城的简介"",""tag"":""长城&简介""}}]'}}","[{""thought"":""涉及事实查询长城的简介信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""影视"",""query"":""长城的简介"",""tag"":""长城&简介""}}]"
中国天眼附近布设了哪些武器,['我需要查询中国天眼附近布设的武器信息。'],"[{'category': '历史', 'query': '中国天眼附近布设的武器', 'tag': '中国&天眼&武器', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国天眼附近布设了哪些武器[unused1]\n'], 'user': '中国天眼附近布设了哪些武器', 'assistant': '[{""thought"":""我需要查询中国天眼附近布设的武器信息。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国天眼附近布设的武器"",""tag"":""中国&天眼&武器""}}]'}}","[{""thought"":""我需要查询中国天眼附近布设的武器信息。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国天眼附近布设的武器"",""tag"":""中国&天眼&武器""}}]"
中国现在服役的兵力有多少,['涉及历史知识问答查询中国现在服役的兵力有多少做参考。'],"[{'category': '历史', 'query': '中国现在服役的兵力有多少', 'tag': '中国&服役&兵力', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国现在服役的兵力有多少[unused1]\n'], 'user': '中国现在服役的兵力有多少', 'assistant': '[{""thought"":""涉及历史知识问答查询中国现在服役的兵力有多少做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国现在服役的兵力有多少"",""tag"":""中国&服役&兵力""}}]'}}","[{""thought"":""涉及历史知识问答查询中国现在服役的兵力有多少做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国现在服役的兵力有多少"",""tag"":""中国&服役&兵力""}}]"
